id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
13421,Apothekerkammer Bayern,geschaeftsstelle​@blak.aponet.de,,,http://www.blak.de,Kammer,bayern,,,,,,
3798,Apothekerkammer Berlin,"sekretariat@akberlin.de 
",,,http://www.akberlin.de/,Kammer,berlin,,,,,,
5795,Apothekerkammer des Saarlandes (akds),geschaeftsstelle@apothekerkammer-saar.de,"Tel.: 06 81 / 5 84 06-0
Fax: 06 81 / 5 84 06-20","Zähringerstraße 5
66119 Saarbrücken",http://www.apothekerkammer-saar.de,Apothekerkammer,saarland,,,,,,
4029,Apothekerkammer Hamburg,info@apothekerkammer-hamburg.de,"Tel.: 040 448048-0
Fax: 040 41353377","Alte Rabenstraße 11 a
20148 Hamburg",http://www.apothekerkammer-hamburg.de/,Kammer,hamburg,Wirtschaft,Hamburger Apothekerverein e.V.,,,,
13474,Apothekerkammer Hessen,info@apothekerkammer.de,,,http://www.apothekerkammer.de,Kammer,hessen,,,,,,
13495,Apothekerkammer Mecklenburg-Vorpommern,info@akmv.de,,,http://www.akmv.de,Kammer,mecklenburg-vorpommern,,,,,,
13513,Apothekerkammer Niedersachsen,info@apothekerkammer-nds.de,,,http://www.apothekerkammer-niedersachsen.de,Kammer,niedersachsen,,,,,,
13532,Apothekerkammer Nordrhein,info@aknr.de,,,http://www.aknr.de,Kammer,nrw,,,,,,
13599,Apothekerkammer Sachsen-Anhalt,kammer@ak-sa.de,,,http://www.ak-sa.de,Kammer,sachsen-anhalt,,,,,,
13606,Apothekerkammer Schleswig-Holstein,geschaeftsstelle@ak-sh.aponet.de,,,http://www.apothekerkammer-schleswig-holstein.de,Kammer,schleswig-holstein,,,,,,
13619,Apothekerkammer Thüringen,info@lakt.de,,,http://www.lak-thueringen.de,Kammer,thueringen,,,,,,
13533,Apothekerkammer Westfalen-Lippe,info@akwl.de,,,http://www.akwl.de,Kammer,nrw,,,,,,
6639,Arbeitnehmerkammer Bremen,schierenbeck@arbeitnehmerkammer.de,,,http://www.arbeitnehmerkammer.de/,Kammer,bremen,,,,,,
35,"Arbeitsgemeinschaft industrieller Forschungsvereinigungen ""Otto von Guericke"" e.V.",info@aif.de,"Bayenthalgürtel 23
50968 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 221 37680-0
Fax: 
+49 221 37680-27
info@aif.de


  
Geschäftsstelle Berlin
Tschaikowskistraße  49
13156 Berlin, Berlin
Deutschland
Telefon: 
+49 30 48163-3
Fax: 
+49 30 48163-401
gsb@aif.de","Hauptadresse
Bayenthalgürtel 23
50968 Köln, Nordrhein-Westfalen
Deutschland
Telefon: 
+49 221 37680-0
Fax: 
+49 221 37680-27
info@aif.de",http://www.aif.de,Andere,bund,,,"Arbeitsgemeinschaft industrieller Forschungsvereinigungen Otto von Guericke e.V., AiF, Innovationsberatung, Innovation","Die Arbeitsgemeinschaft industrieller Forschungsvereinigungen ""Otto von Guericke"" e. V. (AiF) fördert Forschung und Entwicklung zu Gunsten kleiner und mittlerer Unternehmen. Dabei verknüpft sie als Dach eines Innovationsnetzwerkes Wirtschaft, Wissenschaft und Staat und bietet praxisnahe Innovationsberatung an. Als Träger der industriellen Gemeinschaftsforschung und weiterer Förderprogramme des Bundes und der Länder setzt sich die AiF für die Leistungsfähigkeit des Mittelstandes ein.

Siehe http://www.bund.de/DE/Behoerden/A/AiF/Arbeitsgemeinschaft-industrieller-Forschungsvereinigungen-Otto-von-Guericke-e-V.html",,
2453,Arbeitsgericht Aachen,poststelle@arbg-aachen.nrw.de,"Arbeitsgericht Aachen
Adalbertsteinweg 92 (Justizzentrum)
52070 Aachen
Telefon: 0241 94225-0
Telefax: 0241 94225-80155
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Aachen%20%20%20&postzeile1=Arbeitsgericht%20Aachen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Aachen
Postfach 167
52002 Aachen",http://www.arbg-aachen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2454,Arbeitsgericht Arnsberg,poststelle@arbg-arnsberg.nrw.de,"Arbeitsgericht Arnsberg
Johanna-Baltz-Str. 28
59821 Arnsberg
Telefon: 02931 5285-0
Telefax: 02931 5285-99
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Arnsberg%20%20%20&postzeile1=Arbeitsgericht%20Arnsberg&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Arnsberg
Johanna-Baltz-Str. 28
59821 Arnsberg",http://www.arbg-arnsberg.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
3799,Arbeitsgericht Berlin,"pressestelle@larbg.berlin.de
",,,http://www.berlin.de/gerichte/arbeitsgericht/,Gericht,berlin,Justiz,,,,,
2455,Arbeitsgericht Bielefeld,poststelle@arbg-bielefeld.nrw.de,"Arbeitsgericht Bielefeld
Detmolder Str. 9
33604 Bielefeld
Telefon: 0521 549-0
Telefax: 0521 549-1707
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Bielefeld%20%20%20&postzeile1=Arbeitsgericht%20Bielefeld&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Bielefeld
Postfach 10 02 69
33595 Bielefeld",http://www.arbg-bielefeld.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2456,Arbeitsgericht Bocholt,poststelle@arbg-bocholt.nrw.de,"Arbeitsgericht Bocholt
Münsterstr. 76
46397 Bocholt
Telefon: 02871 24409-0
Telefax: 02871 24409-19
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Bocholt%20%20%20&postzeile1=Arbeitsgericht%20Bocholt&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Bocholt
Postfach 11 65
46361 Bocholt",http://www.arbg-bocholt.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2457,Arbeitsgericht Bochum,poststelle@arbg-bochum.nrw.de,"Arbeitsgericht Bochum
Marienplatz 2
44787 Bochum
Telefon: 0234 68950
Telefax: 0234 6895200
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Bochum%20%20%20&postzeile1=Arbeitsgericht%20Bochum&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Bochum
Marienplatz 2
44787 Bochum",http://www.arbg-bochum.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2458,Arbeitsgericht Bonn,poststelle@arbg-bonn.nrw.de,"Arbeitsgericht Bonn
Kreuzbergweg 5
53115 Bonn
Telefon: 0228 985690
Telefax: 0228 692381
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Bonn%20%20%20&postzeile1=Arbeitsgericht%20Bonn&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Bonn
Kreuzbergweg 5
53115 Bonn",http://www.gis4.nrw.de/DienstLP%3Fbehoerde%3DArbeitsgericht%20Bonn%20%20%20%26plz%3D53115%26ort%3DBonn%26hausanschrift%3DKreuzbergweg%205,Arbeitsgericht,nrw,Justiz,,,,,
3610,Arbeitsgericht Brandenburg an der Havel,poststelle@arbgb.brandenburg.de,"03381 39-8400
03381 39-8499","Arbeitsgericht Brandenburg an der Havel Magdeburger Straße 5114770 Brandenburg an der Havel
Direktor: Toralf Engelbrecht",http://www.arbg-brandenburg.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,
6661,Arbeitsgericht Bremen-Bremerhaven,office@arbeitsgericht.bremen.de,"Tel.: (0421) 361-5341
Fax: (0421) 361-5453","Am Wall 198
28195 Bremen",http://www.arbeitsgericht.bremen.de,Amt,bremen,Justiz,,,,,
6662,Arbeitsgericht Bremen-Bremerhaven - Kammern Bremerhaven,office@arbeitsgericht.bremen.de,"Tel.: (0471) 5961 3047
Fax: (0471) 5961 3048","Brookstraße 1
27580 Bremerhaven",http://www.arbeitsgericht.bremen.de,Amt,bremen,Justiz,,,,,
3611,Arbeitsgericht Cottbus,poststelle@arbgc.brandenburg.de,"0355 4991-3110
0355 4991-3239","Arbeitsgericht Cottbus Vom-Stein-Straße 2803050 Cottbus
Direktor: Bernd Opitz",http://www.arbg-cottbus.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,Arbeitsgericht Cottbus Auswertige Kammern in Senftenberg
3612,Arbeitsgericht Cottbus Auswertige Kammern in Senftenberg,poststelle@arbgc.brandenburg.de,"03573 3724-0
03573 3724-55",Arbeitsgericht Cottbus Auswertige Kammern in Senftenberg  Schulstraße 4b01968 Senftenberg,http://www.arbg-cottbus.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,Arbeitsgericht Cottbus
7307,Arbeitsgericht Dessau-Roßlau,arbg-de@justiz.sachsen-anhalt.de,"Telefon: 0340 20 20, Fax: 0340 2 02-16 00","Willy-Lohmann-Str. 29 , 06844 Dessau-Roßlau",http://www.arbg-de.sachsen-anhalt.de,Arbeitsgericht,sachsen-anhalt,,,,,,
2459,Arbeitsgericht Detmold,poststelle@arbg-detmold.nrw.de,"Arbeitsgericht Detmold
Richthofenstr. 3
32756 Detmold
Telefon: 05231 704-0
Telefax: 05231 704-204
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Detmold%20%20%20&postzeile1=Arbeitsgericht%20Detmold&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Detmold
Postfach 2565
32715 Detmold",http://www.arbg-detmold.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2460,Arbeitsgericht Dortmund,poststelle@arbg-dortmund.nrw.de,"Arbeitsgericht Dortmund
Ruhrallee 3
44139 Dortmund
Telefon: 0231 54151
Telefax: 0231 5415519
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Dortmund%20%20%20&postzeile1=Arbeitsgericht%20Dortmund&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Dortmund
Postfach 10 50 03
44047 Dortmund",http://www.arbg-dortmund.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2461,Arbeitsgericht Duisburg,poststelle@arbg-duisburg.nrw.de,"Arbeitsgericht Duisburg
Mülheimer Str. 54
47057 Duisburg
Telefon: 0203 3005-0
Telefax: 0203 3005262
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Duisburg%20%20%20&postzeile1=Arbeitsgericht%20Duisburg&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Duisburg
Postfach 10 01 49
47001 Duisburg",http://www.arbg-duisburg.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2462,Arbeitsgericht Düsseldorf,poststelle@arbg-duesseldorf.nrw.de,"Arbeitsgericht Düsseldorf
Ludwig-Erhard-Allee 21
40227 Düsseldorf
Telefon: 0211 7770-0
Telefax: 0211 7770-2299
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20D%C3%BCsseldorf%20%20%20&postzeile1=Arbeitsgericht%20D%C3%BCsseldorf&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Düsseldorf
Postfach 10 34 44
40025 Düsseldorf",http://www.arbg-duesseldorf.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
3613,Arbeitsgericht Eberswalde,poststelle@arbge.brandenburg.de,"03334 6600-30
03334 6600-28","Arbeitsgericht Eberswalde Tramper Chaussee 416225 Eberswalde
Direktor:  Steffen Marx m. d. W. d. G. b.",http://www.arbg-eberswalde.brandenburg.de/,Arbeitsgericht,brandenburg,Justiz,,,,,
6843,Arbeitsgericht Eisenach,poststellearbgei@largef.thueringen.de,Tel:03691 247-0 Fax:03691 247-131,Theaterplatz 5 DE 99817 Eisenach,http://www.landesarbeitsgericht.thueringen.de/gerichte/e.,Arbeitsgericht,thueringen,,,,,,
6844,Arbeitsgericht Erfurt,poststellearbgef@largef.thueringen.de,Tel:0361 3776-001 Fax:0361 3776-395,Rudolfstr. 46 DE 99092 Erfurt,http://www.landesarbeitsgericht.thueringen.de/gerichte/e_,Arbeitsgericht,thueringen,,,,,,
2463,Arbeitsgericht Essen,poststelle@arbg-essen.nrw.de,"Arbeitsgericht Essen
Zweigertstr. 54
45130 Essen
Telefon: 0201 79921
Telefax: 0201 7992450
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Essen%20%20%20&postzeile1=Arbeitsgericht%20Essen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Essen
Postfach 10 03 52
45003 Essen",http://www.arbg-essen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
3614,Arbeitsgericht Frankfurt (Oder),poststelle@arbgf.brandenburg.de,"0335 5538-0
0335 5538-227","Arbeitsgericht Frankfurt (Oder) Eisenhüttenstädter Chaussee 4815236 Frankfurt (Oder)
Direktorin: Corinna Münster",http://www.arbg-frankfurt-oder.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,
2464,Arbeitsgericht Gelsenkirchen,poststelle@arbg-gelsenkirchen.nrw.de,"Arbeitsgericht Gelsenkirchen
Bochumer Str. 86
45886 Gelsenkirchen
Telefon: 0209 1787-00
Telefax: 0209 1787199
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Gelsenkirchen%20%20%20&postzeile1=Arbeitsgericht%20Gelsenkirchen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Gelsenkirchen
Postfach 10 01 15
45801 Gelsenkirchen",http://www.arbg-gelsenkirchen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
6845,Arbeitsgericht Gera,poststellearbgge@largef.thueringen.de,Tel:0365 8339-0 Fax:0365 8339-166,Hainstr. 21 DE 07545 Gera,http://www.landesarbeitsgericht.thueringen.de/gerichte/g_,Arbeitsgericht,thueringen,,,,,,
2465,Arbeitsgericht Hagen,poststelle@arbg-hagen.nrw.de,"Arbeitsgericht Hagen
Heinitzstr. 44
58097 Hagen
Telefon: 02331 9850
Telefax: 02331 985453
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Hagen%20%20%20&postzeile1=Arbeitsgericht%20Hagen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Hagen
Heinitzstr. 44
58097 Hagen",http://www.hagen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
7308,Arbeitsgericht Halle,arbg-hal@justiz.sachsen-anhalt.de,"Telefon: 0345 22 00, Fax: 0345 2 20-20 45","Thüringer Str. 16 , 06112 Halle (Saale)",http://www.arbg-hal.sachsen-anhalt.de,Arbeitsgericht,sachsen-anhalt,,,,,,
2466,Arbeitsgericht Hamm,poststelle@arbg-hamm.nrw.de,"Arbeitsgericht Hamm
Marker Allee 94
59071 Hamm
Telefon: 02381 8911
Telefax: 02381 891276
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Hamm%20%20%20&postzeile1=Arbeitsgericht%20Hamm&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Hamm
Postfach 19 07
59061 Hamm",http://www.arbg-hamm.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2467,Arbeitsgericht Herford,poststelle@arbg-herford.nrw.de,"Arbeitsgericht Herford
Elverdisser Str. 12
32052 Herford
Telefon: 05221 1054-0
Telefax: 05221 1054-54
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Herford%20%20%20&postzeile1=Arbeitsgericht%20Herford&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Herford
Elverdisser Str. 12
32052 Herford",http://www.arbg-herford.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2468,Arbeitsgericht Herne,poststelle@arbg-herne.nrw.de,"Arbeitsgericht Herne
Schillerstr. 37-39
44623 Herne
Telefon: 02323 95320
Telefax: 02323 953232
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Herne%20%20%20&postzeile1=Arbeitsgericht%20Herne&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Herne
Schillerstr. 37-39
44623 Herne",http://www.arbg-herne.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2469,Arbeitsgericht Iserlohn,poststelle@arbg-iserlohn.nrw.de,"Arbeitsgericht Iserlohn
Erich-Nörrenberg-Str. 7
58636 Iserlohn
Telefon: 02371 8255-55
Telefax: 02371 8255-99
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Iserlohn%20%20%20&postzeile1=Arbeitsgericht%20Iserlohn&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Iserlohn
Erich-Nörrenberg-Str. 8
58581 Iserlohn",http://www.arbg-iserlohn.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
6846,Arbeitsgericht Jena,poststellearbgje@largef.thueringen.de,Tel:03641 408-0 Fax:03641 408-100,August-Bebel-Str. 3 DE 07743 Jena,http://www.landesarbeitsgericht.thueringen.de/gerichte/j_,Arbeitsgericht,thueringen,,,,,,
4418,Arbeitsgericht Kaiserslautern,poststelle.kaiserslautern@arbg.mjv.rlp.de,"Tel.: +49 631 3721-0
Fax: +49 631 3721-510","67655 Kaiserslautern, Bahnhofstraße 24",http://www.arbgkl.mjv.rlp.de/,Arbeitsgericht,rheinland-pfalz,Justiz,,,,,
4419,Arbeitsgericht Koblenz,poststelle.koblenz@arbg.mjv.rlp.de,"Tel.: +49 261 1307-0
Fax: +49 261 1307-28510","56068 Koblenz, Deinhardpassage 1",http://www.arbgko.mjv.rlp.de/,Arbeitsgericht,rheinland-pfalz,Justiz,,,,,
2471,Arbeitsgericht Köln,poststelle@arbg-koeln.nrw.de,"Arbeitsgericht Köln
Pohligstr. 9
50969 Köln
Telefon: 0221 93653-0
Telefax: 0221 93653-804
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20K%C3%B6ln%20%20%20&postzeile1=Arbeitsgericht%20K%C3%B6ln&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Köln
Pohligstr. 9
50969 Köln",http://www.arbg-koeln.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2470,Arbeitsgericht Krefeld,poststelle@arbg-krefeld.nrw.de,"Arbeitsgericht Krefeld
Preußenring 49
47798 Krefeld
Telefon: 02151 847-0
Telefax: 02151 847-682
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Krefeld%20%20%20&postzeile1=Arbeitsgericht%20Krefeld&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Krefeld
Postfach 10 01 41
47701 Krefeld",http://www.arbg-krefeld.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
4420,Arbeitsgericht Ludwigshafen am Rhein,poststelle.ludwigshafen@arbg.mjv.rlp.de,"Tel.: +49 621 59605-0
Fax: +49 621 59605-30","67059 Ludwigshafen am Rhein, Wredestraße 6",http://www.arbglu.mjv.rlp.de/,Arbeitsgericht,rheinland-pfalz,Justiz,,,,,
7309,Arbeitsgericht Magdeburg,arbg-md@justiz.sachsen-anhalt.de,"Telefon: 0391 60 60, Fax: 0391 6 06-50 24","Breiter Weg 203 - 2206 , 39104 Magdeburg, Landeshauptstadt",http://www.arbg-md.sachsen-anhalt.de,Arbeitsgericht,sachsen-anhalt,,,,,,
4421,Arbeitsgericht Mainz,poststelle.mainz@arbg.mjv.rlp.de,"Tel.: +49 6131 141-9750
Fax: +49 6131 141-9773","55116 Mainz, Ernst-Ludwig-Straße 6-8",http://www.arbgmz.mjv.rlp.de/,Arbeitsgericht,rheinland-pfalz,Justiz,,,,,
2472,Arbeitsgericht Minden,poststelle@arbg-minden.nrw.de,"Arbeitsgericht Minden
Königswall 8
32423 Minden
Telefon: 0571 88860
Telefax: 0571 8886235
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Minden%20%20%20&postzeile1=Arbeitsgericht%20Minden&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Minden
Postfach 20 47
32423 Minden",http://www.arbg-minden.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2473,Arbeitsgericht Mönchengladbach,poststelle@arbg-moenchengladbach.nrw.de,"Arbeitsgericht Mönchengladbach
Hohenzollernstr. 155
41061 Mönchengladbach
Telefon: 02161 2760
Telefax: 02161 276768
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20M%C3%B6nchengladbach%20%20%20&postzeile1=Arbeitsgericht%20M%C3%B6nchengladbach&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Mönchengladbach
Hohenzollernstr. 155
41061 Mönchengladbach",http://www.arbg-moenchengladbach.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2474,Arbeitsgericht Münster,poststelle@arbg-muenster.nrw.de,"Arbeitsgericht Münster
Alter Steinweg 45
48143 Münster
Telefon: 0251 97413-0
Telefax: 0251 97413-49
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20M%C3%BCnster%20%20%20&postzeile1=Arbeitsgericht%20M%C3%BCnster&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Münster
Postfach 59 65
48135 Münster",http://www.arbg-muenster.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
5796,Arbeitsgericht Neunkirchen,,"Tel.: 0 68 21 / 4 01 75-0
Fax: 0 68 21 / 4 01 75-11","Lindenallee 13
66538 Neunkirchen",http://www.arbeitsgerichte.saarland.de,Arbeitsgericht,saarland,Justiz,,,,,
3615,Arbeitsgericht Neuruppin,poststelle@arbgn.brandenburg.de,"03391 4585-00
03391 4585-30","Arbeitsgericht Neuruppin Karl-Liebknecht-Straße 2816816 Neuruppin
Direktorin: Karin Garske",http://www.arbg-neuruppin.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,
6847,Arbeitsgericht Nordhausen,poststellearbgno@largef.thueringen.de,Tel:03631 4769-0 Fax:03631 4769-77,Käthe-Kollwitz-Str. 1b DE 99734 Nordhausen,http://www.landesarbeitsgericht.thueringen.de/gerichte/n_,Arbeitsgericht,thueringen,,,,,,
2475,Arbeitsgericht Oberhausen,poststelle@arbg-oberhausen.nrw.de,"Arbeitsgericht Oberhausen
Friedrich-List-Str.18
46045 Oberhausen
Telefon: 0208 85745-0
Telefax: 0208 8574533
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Oberhausen%20%20%20&postzeile1=Arbeitsgericht%20Oberhausen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Oberhausen
Postfach 10 01 55
46001 Oberhausen",http://www.arbg-oberhausen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2476,Arbeitsgericht Paderborn,poststelle@arbg-paderborn.nrw.de,"Arbeitsgericht Paderborn
Grevestr. 1
33102 Paderborn
Telefon: 05251 69162-0
Telefax: 05251 69162-30
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Paderborn%20%20%20&postzeile1=Arbeitsgericht%20Paderborn&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Paderborn
Grevestr. 1
33102 Paderborn",http://www.arbg-paderborn.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
3616,Arbeitsgericht Potsdam,poststelle@arbgp.brandenburg.de,"0331 9817-0
0331 9817-125","Arbeitsgericht Potsdam Zeppelinstraße 13614471 Potsdam
Direktorin: Hilde Fuhrmann",http://www.arbg-potsdam.brandenburg.de,Arbeitsgericht,brandenburg,Justiz,,,,,
2477,Arbeitsgericht Rheine,poststelle@arbg-rheine.nrw.de,"Arbeitsgericht Rheine
Dutumer Str. 5
48431 Rheine
Telefon: 05971 9271-0
Telefax: 05971 9271-50
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Rheine%20%20%20&postzeile1=Arbeitsgericht%20Rheine&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Rheine
Postfach 11 48
48431 Rheine",http://www.arbg-rheine.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
5797,Arbeitsgericht Saarbrücken,,"Tel.: 06 81 / 5 01-36 14
Fax: 06 81 / 5 01-36 07",66121 Saarbrücken,http://www.arbeitsgerichte.saarland.de,Arbeitsgericht,saarland,Justiz,,,,,
5798,Arbeitsgericht Saarlouis,c.kreutzer@arbg-sls.saarland.de,"Tel.: 0 68 31 / 4 45-4 00
Fax: 0 68 31 / 4 45-4 30","Postfach 1128
66711 Saarlouis",http://www.arbeitsgerichte.saarland.de,Arbeitsgericht,saarland,,,,,,
2478,Arbeitsgericht Siegburg,poststelle@arbg-siegburg.nrw.de,"Arbeitsgericht Siegburg
Neue Poststr. 16
53721 Siegburg
Telefon: 02241 3050
Telefax: 02241 52657
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Siegburg%20%20%20&postzeile1=Arbeitsgericht%20Siegburg&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Siegburg
Postfach 11 54
53701 Siegburg",http://www.arbg-siegburg.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2479,Arbeitsgericht Siegen,poststelle@arbg-siegen.nrw.de,"Arbeitsgericht Siegen
Unteres Schloß 10
57072 Siegen
Telefon: 0271 585
Telefax: 0271 585 301
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Siegen%20%20%20&postzeile1=Arbeitsgericht%20Siegen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Siegen
Postfach 10 12 54
57012 Siegen",http://www.arbg-siegen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
2480,Arbeitsgericht Solingen,poststelle@arbg-solingen.nrw.de,"Arbeitsgericht Solingen
Wupperstr. 32
42651 Solingen
Telefon: 0212 28090
Telefax: 0212 280961
http://www.service.nrw.de/Behoerdenverzeichnis/behoerdedetail.php?behoerde=Arbeitsgericht%20Solingen%20%20%20&postzeile1=Arbeitsgericht%20Solingen&postzeile2=&postzeile3=&postzeile4=","Arbeitsgericht Solingen
Postfach 101203
42612 Solingen",http://www.arbg-solingen.nrw.de,Arbeitsgericht,nrw,Justiz,,,,,
7310,Arbeitsgericht Stendal,arbg-sdl@justiz.sachsen-anhalt.de,"Telefon: 03931 58 00 00, Fax: 03931 58 51 00","Scharnhorststr. 42 , 39576 Stendal, Hansestadt - Stendal",http://www.arbg-sdl.sachsen-anhalt.de,Arbeitsgericht,sachsen-anhalt,,,,,,
6848,Arbeitsgericht Suhl,poststellearbgsu@largef.thueringen.de,Tel:03681 375-0 Fax:03681 375-328,Rimbachstr. 30 DE 98527 Suhl,http://www.landesarbeitsgericht.thueringen.de/gerichte/s_,Arbeitsgericht,thueringen,,,,,,
4422,Arbeitsgericht Trier,poststelle.trier@arbg.mjv.rlp.de,"Tel.: +49 651 466-0
Fax: +49 651 466-8900","54290 Trier, Dietrichstraße 13",http://www.arbgtr.mjv.rlp.de/,Arbeitsgericht,rheinland-pfalz,Justiz,,,,,
