id,name,email,contact,address,url,classification,jurisdiction__slug,tags,website_dump,other_names,parent__name,description,request_note
,Jobcenter Jena jenarbeit,jenarbeit@jena.de,,"Tatzendpromenade 2a, 07455 Jena",,jobcenter,thueringen,"""Arbeit und Soziales""",Jena,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter AA Ravensburg und Landkreis Ravensburg,job@landkreis-ravensburg.de,,"Sauterlauterstr. 34, 88250 Weingarten",,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",Ravensburg,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis St. Wendel,Job@lkwnd.de,"Tel.: (06851) 801-3000
Fax: (06851) 801-3090","Tritschlerstraße 5 – Wendelinuspark
66606 St. Wendel",,jobcenter,saarland,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Meißen,jobcenter.mei@kreis-meissen.de,,"Loosestr.15 -19, 01662 Meißen",,jobcenter,sachsen,"""Arbeit und Soziales""",Riesa,sachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bodenseekreis,jobcenter@bodenseekreis.de,,"Albrechtstraße 75, 88045 Friedrichshafen",,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",Ravensburg,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
8835,Jobcenter Enzkreis,jobcenter@enzkreis.de,"Telefon: 07231 308-0, Fax: 07231 308 9487",Zähringerallee 375177 Pforzheim,https://www.enzkreis.de/index.php?object=tx|2.3.1&ModID=9&FID=2032.34.1,Jobcenter,baden-wurttemberg,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Friesland,jobcenter@friesland.de,,"Sophienstr. 3, 26441 Jever",,jobcenter,niedersachsen,"""Arbeit und Soziales""",Wilhelmshaven,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
11976,Jobcenter Ingolstadt,Jobcenter@ingolstadt.de,Tel:+49 (0)841 305-45301 Fax:+49 (0)841 305-45111,Adolf-Kolping-Str 10  85049 Ingolstadt,http://www2.ingolstadt.de/index.phtml?mNavID=1842.38&amp;sNavID=1842.38&amp;La=1,jobcenter,ingolstadt,"""Arbeit und Soziales""",Ingolstadt,bayern,Bundesministerium für Arbeit und Soziales,,
4327,Jobcenter Wuppertal ,Jobcenter@jobcenter.wuppertal.de,Tel: 0202/ 74763-0,"Bachstr. 2, 42275 Wuppertal",http://www.jobcenter.wuppertal.de/,jobcenter,nrw,"""Arbeit und Soziales""",Wuppertal,nrw,Bundesministerium für Arbeit und Soziales,,
11977,Jobcenter Kaufbeuren,jobcenter@kaufbeuren.de,Tel:+49 (0)8341 96679-0 Fax:+49 (0)8341 96679-15,"Gewerbestr. 46, 87600 Kaufbeuren",http://www.kaufbeuren.de/Rathaus/aemter-Abteilungen/Arbeit-Soziales/Jobcenter.aspx,jobcenter,bayern,"""Arbeit und Soziales""",Kempten,bayern,Bundesministerium für Arbeit und Soziales,,
4286,Jobcenter Landkreis Coesfeld,jobcenter@kreis-coesfeld.de,"Tel.: 02541 / 18-5800
Fax: 02541 / 18-5899","Friedrich-Ebert-Str. 7, 48653 Coesfeld",,jobcenter,nrw,"""Arbeit und Soziales""",Coesfeld,nrw,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Eichsfeld,jobcenter@kreis-eic.de,,"Leinegasse 8, 37038 Heiligenstadt",,jobcenter,thueringen,"""Arbeit und Soziales""",Nordhausen,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Kusel,Jobcenter@kv-kus.de,,"Fritz Wunderlich Str. 53, 66869 Kusel",,jobcenter,rheinland-pfalz,"""Arbeit und Soziales""",Kaiserslautern,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Greiz,jobcenter@landkreis-greiz.de,,"Dr. Rathenau- Platz 11, 07973 Greiz",,jobcenter,thueringen,"""Arbeit und Soziales""",Gera,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
8848,Jobcenter Landkreis Konstanz,jobcenter@landkreis-konstanz.de,"Telefon: 07531/363360, Fax: 07531/36336914100",Konzilstr. 978462 Konstanz,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/konstanzravensburg/JobcenterKonstanz/index.htm,Jobcenter,baden-wurttemberg,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Osterode am Harz,jobcenter@landkreis-osterode.de,,"Gipsmühlenweg 2-4
37520 Osterode",,jobcenter,niedersachsen,"""Arbeit und Soziales""",,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
11981,Jobcenter Landkreis Ansbach (kommunales Jobcenter),jobcenter@landratsamt-ansbach.de,Tel:+49 (0)981 468-8822 Fax:+49 (0)981 468-188800,Crailsheimstr. 1 91522 Ansbach,http://www.landkreis-ansbach.de/B%C3%BCrgerservice/Jobcenter,Jobcenter,ansbach,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Landreis Rotenburg (Wümme),jobcenter@lk-row.de,,"Hopfengarten 2, 27356 Rotenburg",,jobcenter,niedersachsen,"""Arbeit und Soziales""",Stade,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Spree-Neiße,jobcenter@lkspn.de,,"Jobcenter Spree-Neiße, Kreishaus,
Heinrich-Heine-Straße 1
03149 Forst (Lausitz)",,jobcenter,brandenburg,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Jabowy center Landkreis Bautzen,jobcenter@lra-bautzen.de,,"Landratsamt Bautzen, Bahnhofstraße 9, 02625 Bautzen",,jobcenter,sachsen,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales,,
11992,Jobcenter Landkreis München ,jobcenter@lra-m.bayern.de,Tel:+49 (0)89 6221-4500 Fax:+49 (0)89 6221-444500,Orleansplatz 11  81667 München  ,https://www.landkreis-muenchen.de/familie-gesellschaft-gesundheit-soziales/jobcenter/,jobcenter,bayern,"""Arbeit und Soziales""",München,bayern,Bundesministerium für Arbeit und Soziales,,
,Kommunales Jobcenter Landratsamt Schmalkalden-Meiningen Suhl,jobcenter@lra-sm.thueringen.de,,"Landratsamt Obersthäuser Platz 1, 98617 Meiningen",,jobcenter,thueringen,"""Arbeit und Soziales""",Suhl,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
12001,Jobcenter Landkreis Würzburg,jobcenter@lra-wue.bayern.de,,"Zeppelinstr. 15, 97074 Würzburg",,jobcenter,wurzburg,"""Arbeit und Soziales""",Würzburg,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Würzburg,jobcenter@lra-wue.bayern.de,Tel:+49 (0)931 8003-842 Fax:+49 (0)931 8003-421,Zeppelinstr. 15 97074 Würzburg,http://www.landkreis-wuerzburg.de/Politik_Beh%C3%B6rde/Fachbereiche_und_Personal/Jobcenter_Landkreis_W%C3%BCrzburg/,Jobcenter,bayern,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Mainz-Bingen,jobcenter@mainz-bingen.de,,"Konrad-Adenauer-Str. 30 A, 55218 Ingelheim",,jobcenter,rheinland-pfalz,"""Arbeit und Soziales""",Mainz,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Oldenburg,jobcenter@oldenburg-kreis.de,,"Delmenhorster Str. 6, 27793 Wildeshausen",,jobcenter,niedersachsen,"""Arbeit und Soziales""",Oldenburg,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Ostalbkreis,jobcenter@ostalbkreis.de,,"Hopfenstr. 65, 73430 Aalen",,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",Aalen,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
4325,Jobcenter Solingen,Jobcenter@solingen.de,"Tel: 0212/290-3800
Fax: 0212/290-399","Kamper Str. 35, 42699 Solingen",,jobcenter,nrw,"""Arbeit und Soziales""",Solingen,nrw,Bundesministerium für Arbeit und Soziales,,
4314,Jobcenter Münster ,Jobcenter@stadt-muenster.de,"Tel: 0251 / 60918-800
Fax: 0251 / 60918-801","Kundenzentrum Soziales Stadthaus 2 Ludgeriplatz 4, 48151 Münster",http://www.jobcenter-muenster.de/,jobcenter,nrw,"""Arbeit und Soziales""",Münster,nrw,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Stuttgart,jobcenter@stuttgart.de,,"Rosensteinstr. 11, 70191 Stuttgart",,jobcenter,baden-wurttemberg,"""Arbeit und Soziales""",Stuttgart,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Uckermark,jobcenter@uckermark.de,,"Berliner Str. 72
16278 Angermünde",,jobcenter,brandenburg,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales,,
,Jobcenter zkT Vulkaneifel,jobcenter@vulkaneifel.de,,"Freiherr-vom-Stein-Str 15
54550 Daun",,jobcenter,rheinland-pfalz,"""Arbeit und Soziales""",,,Bundesministerium für Arbeit und Soziales,,
4280,Jobcenter StädteRegion Aachen ,Jobcenter-Aachen@jobcenter-ge.de,"Tel: 02403 / 5556-200
Fax: 02403 / 5556-179","Gut-Dämme-Str. 14, 52070 Aachen",http://www.arge-aachen.de/,jobcenter,bund,"""Arbeit und Soziales""",Aachen ,nrw,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Landkreis Ahrweiler,Jobcenter-Ahrweiler@jobcenter-ge.de,,"Rathausstraße 1, 53474 Bad Neuenahr-Ahrweiler",,jobcenter,bund,"""Arbeit und Soziales""",Mayen,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Alb-Donau,Jobcenter-Alb-Donau@jobcenter-ge.de,,"Wichernstr. 5, 89073 Ulm",,jobcenter,bund,"""Arbeit und Soziales""",Ulm,baden-wuerttemberg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Altenburger Land,Jobcenter-Altenburger-Land@jobcenter-ge.de,,"Fabrikstr. 30, 04600 Altenburg",,jobcenter,bund,"""Arbeit und Soziales""",Altenburg,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
11941,Jobcenter Altötting,Jobcenter-Altoetting@jobcenter-ge.de,Tel:+49 (0)8671 986-170 Fax:+49 (0)8671 986-129,"Gabriel-Mayer-Str. 8a, 84503 Altötting",http://www.arbeitsagentur.de/85906,jobcenter,bund,"""Arbeit und Soziales""",Pfarrkirchen,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter für Arbeitsmarktintegration Alzey-Worms,Jobcenter-Alzey-Worms@jobcenter-ge.de,,"Galgenwiesenweg 23, 55232 Alzey",,jobcenter,bund,"""Arbeit und Soziales""",Mainz,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
11964,Jobcenter Landkreis Amberg-Sulzbach und die Stadt Amberg,Jobcenter-Amberg@jobcenter-ge.de,Tel:+49 (0)9621 912-804 Fax:+49 (0)9621 912-809,"Jahnstr. 4, 92224 Amberg",http://www.arbeitsagentur.de/74302,jobcenter,bund,"""Arbeit und Soziales""",Schwandorf,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Stadt Ansbach,Jobcenter-Ansbach@jobcenter-ge.de,,"Schalkhäuser Str. 40, 91522 Ansbach",,jobcenter,bund,"""Arbeit und Soziales""",Ansbach,bayern,Bundesministerium für Arbeit und Soziales,,
12017,Jobcenter Stadt Aschaffenburg,Jobcenter-Aschaffenburg@jobcenter-ge.de,Tel:+49 (0)6021 390-800 Fax:+49 (0)6021 390-849,"Goldbacher Str. 25-27, 63739 Aschaffenburg",http://www.arbeitsagentur.de/71502,jobcenter,bund,"""Arbeit und Soziales""",Aschaffenburg,bayern,Bundesministerium für Arbeit und Soziales,,
11944,Jobcenter Augsburg Stadt,jobcenter-augsburg@jobcenter-ge.de,Tel:+49 (0)821 3151-700 Fax:+49 (0)821 24135-105,August-Wessels-Str. 31 u. 35 86156 Augsburg,http://www.augsburg.de/buergerservice-rathaus/buergerservice/aemter-behoerden/staedtische-beteiligungen/j/jobcenter-augsburg-stadt/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter für Beschäftigung Augsburg-Stadt,Jobcenter-Augsburg@jobcenter-ge.de,,"August-Wessels-Str. 31, 86156 Augsburg",,jobcenter,bund,"""Arbeit und Soziales""",Augsburg Region NORD-WEST,bayern,Bundesministerium für Arbeit und Soziales,,
11943,Jobcenter Augsburg Land,jobcenter-augsburger-land.hermanstrasse-11@jobcenter-ge.de,Tel:+49 (0)821 99888-78 Fax:+49 (0)821 99888-80,Hermanstr. 11 86150 Augsburg,http://www.arbeitsagentur.de/81110,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Aurich,Jobcenter-aurich@jobcenter-ge.de,,"Fischteichweg 7-13, 26603 Aurich",,jobcenter,niedersachsen,"""Arbeit und Soziales""",Emden,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bad Doberan ,Jobcenter-Bad-Doberan@jobcenter-ge.de,,"Kammerhof 2, 18209 Bad Doberan",,jobcenter,bund,"""Arbeit und Soziales""",Rostock,Mecklenburg-Vorpommern/Schleswig-Holstein,Bundesministerium für Arbeit und Soziales,,
8833,Jobcenter Baden-Baden,jobcenter-baden-baden@jobcenter-ge.de,"Telefon: 07221/97218365, Fax: 07221/97218319",Gewerbepark Cité 176532 Baden-Baden,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/karlsruherastatt/JobcenterBadenBaden/index.htm,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bad Kreuznach,Jobcenter-Bad-Kreuznach@jobcenter-ge.de,,"Viktoriastr. 36, 55543 Bad Kreuznach",,jobcenter,bund,"""Arbeit und Soziales""",Bad Kreuznach,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
11945,Jobcenter Bad Tölz-Wolfratshausen,Jobcenter-Bad-Toelz-Wolfratshausen@jobcenter-ge.de,Tel:+49 (0)8041 7854-777 Fax:+49 (0)8041 7854-300,"Prof.-Max-Lange-Platz 14, 83646 Bad Tölz",http://www.arbeitsagentur.de/85502,jobcenter,bund,"""Arbeit und Soziales""",Rosenheim,bayern,Bundesministerium für Arbeit und Soziales,,
4132,Jobcenter Barnim,jobcenter-barnim@jobcenter-ge.de,"Tel: 03338 7526-350
Fax: 03338 7526-477","Heinersdorfer Straße 45
D - 16321 Bernau",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
11946,Jobcenter Bayreuth Land,Jobcenter-Bayreuth-Land@jobcenter-ge.de,Tel:+49 (0)921 887-760 Fax:+49 (0)921 887-736,"Casselmannstr. 6, 95444 Bayreuth",http://www.arbeitsagentur.de/72304,jobcenter,bund,"""Arbeit und Soziales""",Bayreuth,bayern,Bundesministerium für Arbeit und Soziales,,
11947,Jobcenter Bayreuth Stadt ,Jobcenter-Bayreuth-Stadt@jobcenter-ge.de,Tel:+49 (0)921 151277-0 Fax:+49 (0)921 151277-170,"Spinnereistr. 6/8, 95445 Bayreuth",http://www.jobcenter-bayreuth-stadt.de/,jobcenter,bund,"""Arbeit und Soziales""",Bayreuth,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Charlottenburg-Wilmersdorf,Jobcenter-Berlin-Charlottenburg-Wilmersdorf@jobcenter-ge.de,,"Bundesallee 206, 10719 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Nord,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Berlin Friedrichshain-Kreuzberg,Jobcenter-Berlin-Friedrichshain-Kreuzberg@jobcenter-ge.de,,"Rudi-Dutschke-Str. 3, 10969  Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Mitte,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Berlin Lichtenberg,Jobcenter-Berlin-Lichtenberg@jobcenter-ge.de,,"Gotlindestr. 93, 10365  Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Mitte,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Berlin-Marzahn-Hellersdorf,Jobcenter-Berlin-Marzahn-Hellersdorf@jobcenter-ge.de,,"Allee der Kosmonauten 29, 12681 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Mitte,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Berlin Mitte,Jobcenter-Berlin-Mitte@jobcenter-ge.de,,"Sickingenstr. 70/71, 10553 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Mitte,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Neukölln,Jobcenter-Berlin-Neukoelln@jobcenter-ge.de,,"Mainzer Str. 27, 12053 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Süd,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Pankow,Jobcenter-Berlin-Pankow@jobcenter-ge.de,,"Storkower Str. 133, 10407 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Nord,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Reinickendorf,Jobcenter-Berlin-Reinickendorf@jobcenter-ge.de,,"Miraustr. 54, 13509 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Nord,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Spandau,Jobcenter-Berlin-Spandau@jobcenter-ge.de,,"Brunsbütteler Damm 75-77, 13581  Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Nord,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Steglitz-Zehlendorf,Jobcenter-Berlin-Steglitz-Zehlendorf@jobcenter-ge.de,,"Birkbuschstr. 10, 12167  Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Süd,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Berlin Tempelhof-Schöneberg,Jobcenter-Berlin-Tempelhof-Schoeneberg@jobcenter-ge.de,,"Wolframstr. 89-92, 12105  Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Süd,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Treptow-Köpenick,Jobcenter-Berlin-Treptow-Koepenick@jobcenter-ge.de,,"Groß-Berliner-Damm 73 a-e, 12487 Berlin",,jobcenter,bund,"""Arbeit und Soziales""",Berlin Süd,berlin,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bernkastel-Wittlich,Jobcenter-Bernkastel-Wittlich@jobcenter-ge.de,,"Friedrichstr. 22, 54516 Wittlich",,jobcenter,bund,"""Arbeit und Soziales""",Trier,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Birkenfeld,Jobcenter-Birkenfeld@jobcenter-ge.de,,"Hauptstraße 86, 55743 Idar Oberstein",,jobcenter,bund,"""Arbeit und Soziales""",Bad Kreuznach,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bitburg-Prüm,Jobcenter-Bitburg-Pruem@jobcenter-ge.de,,"Trierer Str. 5, 64634 Bitburg",,jobcenter,bund,"""Arbeit und Soziales""",Trier,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
4281,Jobcenter Bochum,jobcenter-bochum@jobcenter-ge.de,"Tel.: 0234 / 58879-0
Fax: 0234 / 58879-123","Universitätsstr. 66a
44789 Bochum",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
7436,Jobcenter Börde,jobcenter-boerde@jobcenter-ge.de,"Telefon: 03904 633-180, Fax: 03904 633-170","Gerikestraße 3 , 39340 Haldensleben , (Bemerkung: Dies ist auch der Sitz der Agentur für Arbeit Magdeburg, Geschäftsstelle Haldensleben.)",http://www.jobcenter-boerde.de,Behörde,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4282,Jobcenter Bonn,jobcenter-bonn@jobcenter-ge.de,"Tel: 0228 / 85490
Fax: 0228 / 8549391","Rochusstr. 6
53123 Bochum",http://www.job-center-bonn.de/,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4287,Jobcenter Bottrop,jobcenter-bottrop@jobcenter-ge.de,"Tel.: 02041 / 77640
Fax: 02041 / 7764120","Paßstr. 3
46236 Bottrop",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
4125,Jobcenter Brandenburg an der Havel,jobcenter-brandenburg@jobcenter-ge.de,"Tel: 03381 / 2080 600
Fax: 03381 / 2080 677","Kirchhofstraße 39-42
D - 14776 Brandenburg an der Havel",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Braunschweig,Jobcenter-Braunschweig@jobcenter-ge.de,,"Willy-Brandt-Platz 7, 38102 Braunschweig",,jobcenter,bund,"""Arbeit und Soziales""",Braunschweig,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
8834,Jobcenter Breisgau-Hochschwarzwald,jobcenter-breisgau-hochschwarzwald@jobcenter-ge.de,"Telefon: 0761/20269-100, Fax: 0761/20269-190",Lehener Straße 7779106 Freiburg,http://www.arbeitsagentur.de/web/content/DE/dienststellen/rdbw/freiburg/JobcenterBreisgauHochschwarzwald/index.htm,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
12129,Jobcenter Bremen,Jobcenter-Bremen@jobcenter-ge.de,"Telefon: +49 421 56600
FAX: +49 421 178 1562","Doventorsteinweg 48-52, 28195 Bremen",http://www.jobcenter-bremen.de/,jobcenter,bund,"""Arbeit und Soziales""",Bremen,Bremen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Bremerhaven,Jobcenter-Bremerhaven@jobcenter-ge.de,,"Grimsbystr. 1, 27570 Bremerhaven",,jobcenter,bund,"""Arbeit und Soziales""",Bremerhaven,Bremen,Bundesministerium für Arbeit und Soziales,,
11972,Jobcenter Landkreis Cham  ,Jobcenter-Cham@jobcenter-ge.de,Tel:+49 (0)9971 995-800 Fax:+49 (0)9971 995-859,"Arbeitsamtstr. 8, 93413 Cham",http://www.jobcenter-cham.de/,jobcenter,bund,"""Arbeit und Soziales""",Schwandorf,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Chemnitz ,Jobcenter-Chemnitz@jobcenter-ge.de,,"Elsasser Str. 10, 09120 Chemnitz",,jobcenter,bund,"""Arbeit und Soziales""",Chemnitz,sachsen,Bundesministerium für Arbeit und Soziales,,
11949,Jobcenter Coburg Land,Jobcenter-Coburg-Land@jobcenter-ge.de,Tel:+49 (0)9561 705-225 Fax:+49 (0)9561 705-222,"Raststr. 20, 96450 Coburg",http://www.jobcenter-ge.de/lang_de/nn_296814/Argen/Coburg/DE/Home/Home-Knoten.html__nnn=true,jobcenter,bund,"""Arbeit und Soziales""",Coburg,bayern,Bundesministerium für Arbeit und Soziales,,
11950,Jobcenter Coburg Stadt,Jobcenter-Coburg-Stadt@jobcenter-ge.de,Tel:+49 (0)9561 2365-0 Fax:+49 (0)9561 2365-195,"Hinterer Floßanger 10, 96450 Coburg",http://www.arbeitsagentur.de/72702,jobcenter,bund,"""Arbeit und Soziales""",Coburg,bayern,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Cochem-Zell,Jobcenter-Cochem-Zell@jobcenter-ge.de,,"Briederweg 14, 56812 Cochem",,jobcenter,bund,"""Arbeit und Soziales""",Koblenz,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
4136,Jobcenter Cottbus,jobcenter-cottbus@jobcenter-ge.de,Tel: 0355 / 619 2222,"Bahnhofstraße 10
D - 03046 Cottbus",,Jobcenter,bund,"""Arbeit und Soziales""","""Arbeit und Soziales""",,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Cloppenburg,Jobcenter-Cuxhaven@jobcenter-ge.de,,"Lankumer Ring 7, 49661 Cloppenburg",,jobcenter,bund,"""Arbeit und Soziales""",Vechta,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Cuxhaven,Jobcenter-Cuxhaven@jobcenter-ge.de,,Konrad-Adenauer-Allee 1  27472 Cuxhaven       ,,jobcenter,bund,"""Arbeit und Soziales""",Stade,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Cuxhaven,Jobcenter-Cuxhaven@jobcenter-ge.de,,Konrad-Adenauer-Allee 1  27472 Cuxhaven       ,,jobcenter,bund,"""Arbeit und Soziales""",Stade,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
11951,Jobcenter Landkreis Dachau,Jobcenter-Dachau@jobcenter-ge.de,Tel:+49 (0)8131 3329-0 Fax:+49 (0)8131 3329-120,"Bürgermeister-Zauner-Ring 7, 85221 Dachau",http://www.arbeitsagentur.de/82306,jobcenter,bund,"""Arbeit und Soziales""",München,bayern,Bundesministerium für Arbeit und Soziales,,
4135,Jobcenter Landkreis Dahme-Spreewald,Jobcenter-Dahme-Spreewald@jobcenter-ge.de,,"Max-Werner-Str. 5, 15711 Königs Wusterhausen",,jobcenter,bund,"""Arbeit und Soziales""",Cottbus,brandenburg,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Darmstadt,Jobcenter-Darmstadt@jobcenter-ge.de,,"Groß-Gerauer-Weg 3, 64295 Darmstadt",,jobcenter,bund,"""Arbeit und Soziales""",Darmstadt,hessen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Delmenhorst,Jobcenter-Delmenhorst@jobcenter-ge.de,,"Am Wollelager 21, 27749 Delmenhorst",,jobcenter,bund,"""Arbeit und Soziales""",Oldenburg,Niedersachsen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Dessau-Roßlau,Jobcenter-Dessau-Rosslau@jobcenter-ge.de,,"Seminarplatz 01, 06846 Dessau-Roßlau",,jobcenter,bund,"""Arbeit und Soziales""",Dessau,sachsen-anhalt/tueringen,Bundesministerium für Arbeit und Soziales,,
,Jobcenter Deutsche Weinstraße ,Jobcenter-Deutsche-Weinstrasse@jobcenter-ge.de,,"Friedrich-Ebert-Str. 17, 67433 Neustadt a. d. Weinstraße",,jobcenter,bund,"""Arbeit und Soziales""",Ludwigshafen,rheinland-pfalz,Bundesministerium für Arbeit und Soziales,,
11955,Jobcenter Dillingen a.d. Donau,Jobcenter-Dillingen@jobcenter-ge.de,Tel:+49 (0)9071 5858-100 Fax:+49 (0)9071 5858-101,"Rosenstr. 4, 89407 Dillingen",http://www.arbeitsagentur.de/81904,jobcenter,bund,"""Arbeit und Soziales""",Donauwörth,bayern,Bundesministerium für Arbeit und Soziales,,
11984,Jobcenter Landkreis Dingolfing-Landau,Jobcenter-Dingolfing-Landau@jobcenter-ge.de,Tel:+49 (0)8731 3747-83 Fax:+49 (0)8731 3747-47,"Aitrachstr. 7, 84130 Dingolfing",http://www.arbeitsagentur.de/83502,jobcenter,bund,"""Arbeit und Soziales""",Landshut,bayern,Bundesministerium für Arbeit und Soziales,,
